City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,tsiombe,-25.3,45.4833,29.3,58,51,3.6,MG,1734756761
363,veinticinco de mayo,-35.4323,-60.1727,14.99,55,100,1.79,AR,1734756762
364,staraya russa,57.9944,31.3608,-1.51,77,89,6.12,RU,1734756763
365,mount isa,-20.7333,139.5,35.87,34,20,8.8,AU,1734756764
366,port moresby,-9.4431,147.1797,32.68,62,40,5.14,PG,1734756767
367,katsuura,35.1333,140.3,14.46,62,39,11.56,JP,1734756768
368,upata,8.0086,-62.3989,22.77,89,86,2.53,VE,1734756769
369,nemuro,43.3236,145.575,-2.89,93,100,6.24,JP,1734756770
370,mata-utu,-13.2816,-176.1745,28.08,75,100,3.36,WF,1734756771
371,michalovce,48.7543,21.9195,3.29,66,89,7.54,SK,1734756772
372,sitka,57.0531,-135.33,10.94,54,100,8.75,US,1734756773
373,argo,37.6333,22.7333,10.73,65,7,3.22,GR,1734756774
374,port said,31.2565,32.2841,13.99,88,0,2.57,EG,1734756775
375,mangalia,43.8,28.5833,7.96,76,100,6.71,RO,1734756776
376,torbat-e heydariyeh,35.274,59.2195,4.08,38,100,1.53,IR,1734756778
377,ulsteinvik,62.3432,5.8487,6.53,86,99,4.92,NO,1734756779
378,kapuskasing,49.4169,-82.4331,-24.95,84,75,2.57,CA,1734756781
379,luanda,-8.8368,13.2343,26.0,94,100,2.57,AO,1734756740
380,mahina,-17.5065,-149.489,27.87,78,20,5.66,PF,1734756783
381,sinop,41.7711,34.8709,5.06,67,99,6.59,TR,1734756559
382,butembo,0.15,29.2833,15.84,90,99,1.16,CD,1734756785
383,changping,40.2186,116.2197,-1.2,24,0,4.32,CN,1734756786
384,mount gambier,-37.8333,140.7667,17.99,46,56,5.3,AU,1734756787
385,emirdag,39.0197,31.15,6.43,83,98,2.82,TR,1734756788
386,portland,45.5234,-122.6762,10.67,79,20,8.49,US,1734756607
387,great dunmow,51.8723,0.3626,5.64,95,94,3.6,GB,1734756790
388,zouerate,22.7187,-12.4521,13.24,26,8,2.76,MR,1734756791
389,morehead city,34.7229,-76.726,7.22,91,50,0.89,US,1734756792
390,suva,-18.1416,178.4415,28.71,79,75,2.06,FJ,1734756793
391,severo-yeniseyskiy,60.3725,93.0408,-15.94,88,100,1.24,RU,1734756795
392,buka,40.8108,69.1986,-0.85,69,100,0.85,UZ,1734756796
393,linxia chengguanzhen,35.6003,103.2064,-6.82,78,91,1.3,CN,1734756797
394,dinguiraye,11.3,-10.7167,16.65,34,75,0.19,GN,1734756798
395,acapulco de juarez,16.8634,-99.8901,25.9,83,40,1.54,MX,1734756799
396,callao,-12.0667,-77.15,21.51,83,0,6.69,PE,1734756609
397,turpan,42.9333,89.1667,-3.33,46,100,1.21,CN,1734756801
398,ta`u,-14.2336,-169.5144,28.11,73,100,3.9,AS,1734756802
399,saldanha,-33.0117,17.9442,14.03,83,61,7.36,ZA,1734756803
400,la cruz,23.9167,-106.9,19.42,64,0,1.33,MX,1734756804
401,pauini,-7.7136,-66.9764,23.86,92,91,1.0,BR,1734756805
402,madimba,-10.4,40.3333,25.62,94,40,0.0,TZ,1734756806
403,bandarbeyla,9.4942,50.8122,24.1,59,20,6.39,SO,1734756808
404,remire-montjoly,4.9167,-52.2667,25.02,100,75,0.0,GF,1734756809
405,taltal,-25.4,-70.4833,18.37,73,7,1.49,CL,1734756810
406,broome,42.2506,-75.833,-2.41,92,100,5.66,US,1734756811
407,taiynsha,53.8478,69.7639,-13.01,95,100,5.08,KZ,1734756812
408,antofagasta,-23.65,-70.4,17.6,70,58,1.43,CL,1734756779
409,hasaki,35.7333,140.8333,15.14,45,45,9.29,JP,1734756814
410,goris,41.9842,44.1158,-4.43,90,14,1.57,GE,1734756815
411,mathba,22.2855,89.9629,20.44,53,100,1.73,BD,1734756816
412,le port,-20.9373,55.2919,28.98,74,22,0.92,RE,1734756817
413,tazacorte,28.629,-17.9293,18.54,85,75,8.75,ES,1734756818
414,belyy yar,53.6039,91.3903,-22.06,77,99,0.0,RU,1734756819
415,kargasok,59.0556,80.8572,-8.09,94,100,3.07,RU,1734756820
416,marquette,46.5333,-87.6335,-10.92,85,60,2.68,US,1734756822
417,campbellsville,37.3434,-85.3419,0.66,79,98,2.24,US,1734756823
418,kasangulu,-4.5911,15.1708,21.56,98,100,0.7,CD,1734756824
419,opuwo,-18.0607,13.84,22.37,28,81,0.04,NA,1734756825
420,alushta,44.6667,34.4167,9.37,81,100,1.49,UA,1734756826
421,timbuktu,16.7735,-3.0074,14.5,31,2,4.46,ML,1734756827
422,tucuma,-0.1833,-50.05,25.23,90,99,2.73,BR,1734756828
423,nuuk,64.1835,-51.7216,-8.66,79,100,5.66,GL,1734756829
424,mazara del vallo,37.6641,12.588,13.97,59,76,11.97,IT,1734756830
425,suez,29.9737,32.5263,11.68,83,0,1.12,EG,1734756831
426,ouani,-12.1322,44.4258,27.25,74,12,1.72,KM,1734756832
427,bu'aale,1.0833,42.5833,26.72,71,43,5.07,SO,1734756833
428,alofi,-19.0595,-169.9187,28.94,74,75,2.06,NU,1734756835
429,fortaleza,-3.7227,-38.5247,27.9,83,75,5.66,BR,1734756837
430,shitanjing,39.2342,106.3439,-11.15,43,0,4.13,CN,1734756838
431,camayenne,9.535,-13.6878,24.57,57,1,2.81,GN,1734756839
432,phalaborwa,-23.943,31.1411,23.98,76,95,1.56,ZA,1734756828
433,lodeynoye pole,60.726,33.5531,-4.58,76,100,5.93,RU,1734756841
434,pecos,31.4229,-103.4932,5.05,52,0,1.54,US,1734756300
435,qamdo,31.1667,97.2333,0.91,32,0,2.22,CN,1734756843
436,sal rei,16.1833,-22.9167,22.31,68,100,8.03,CV,1734756844
437,edeia,-17.3383,-49.9314,21.98,90,79,1.64,BR,1734756845
438,tamanrasset,22.785,5.5228,2.95,38,0,0.0,DZ,1734756846
439,uzgen,40.7699,73.3007,-2.11,79,100,0.96,KG,1734756848
440,peshkopi,41.685,20.4289,3.11,96,100,2.94,AL,1734756849
441,douglas,41.3,-96.167,-6.23,73,0,2.57,US,1734756761
442,safi,32.1667,-8.8333,12.65,73,96,2.93,MA,1734756851
443,chinchani,19.8667,72.7,23.36,50,1,2.04,IN,1734756852
444,vershino-darasunskiy,52.35,115.5167,-12.31,65,5,1.32,RU,1734756853
445,xylokastro,38.0776,22.6317,10.56,51,0,0.45,GR,1734756854
446,shimokizukuri,40.8061,140.3861,3.62,89,99,1.47,JP,1734756855
447,san antonio de pale,-1.4014,5.6325,26.51,78,99,1.35,GQ,1734756856
448,iranshahr,27.2025,60.6848,7.19,12,0,2.06,IR,1734756857
449,hovd,48.0056,91.6419,-19.1,87,100,1.51,MN,1734756858
450,haiku-pauwela,20.9219,-156.3051,24.03,84,40,7.15,US,1734756859
451,thunder bay,48.4001,-89.3168,-21.01,71,0,3.09,CA,1734756759
452,ash shatrah,31.4117,46.1742,10.28,66,1,7.85,IQ,1734756862
453,port-vila,-17.7338,168.3219,30.78,74,75,3.09,VU,1734756863
454,port saint john's,-31.6229,29.5448,23.51,80,99,4.11,ZA,1734756864
455,otake,34.2,132.2167,12.69,58,75,5.14,JP,1734756865
456,takum,7.2667,9.9833,17.54,37,50,1.17,NG,1734756866
457,rondonopolis,-16.4708,-54.6356,23.63,88,39,0.9,BR,1734756867
458,jaru,-10.4389,-62.4664,22.96,97,99,0.39,BR,1734756595
459,zarzis,33.504,11.1122,13.29,53,10,8.71,TN,1734756869
460,fisterra,42.9049,-9.2629,13.36,74,32,2.58,ES,1734756870
461,xinglongshan,43.9561,125.4661,-10.14,57,40,4.0,CN,1734756871
462,bernardo de irigoyen,-26.2552,-53.6458,16.66,93,24,1.76,AR,1734756873
463,kongolo,-5.3833,27.0,20.58,98,100,0.18,CD,1734756874
464,bykhaw,53.5193,30.2469,1.5,75,41,5.58,BY,1734756875
465,mpulungu,-8.7623,31.1141,23.1,81,22,2.27,ZM,1734756876
466,kalmunai,7.4167,81.8167,28.47,71,100,0.77,LK,1734756877
467,port lincoln,-34.7333,135.8667,19.4,56,1,6.83,AU,1734756878
468,martapura,-3.4167,114.85,33.05,58,40,7.72,ID,1734756879
469,luganville,-15.5333,167.1667,29.17,82,100,2.81,VU,1734756880
470,anzhero-sudzhensk,56.081,86.0285,-6.52,95,100,3.18,RU,1734756881
471,kismayo,-0.3582,42.5454,27.26,74,14,5.52,SO,1734756882
472,semey,50.4111,80.2275,-8.88,67,0,7.0,KZ,1734756883
473,waspan,14.7419,-83.9717,22.04,97,100,2.19,NI,1734756885
474,natal,-5.795,-35.2094,26.12,94,40,2.57,BR,1734756626
475,yatou,37.15,122.3833,1.58,45,82,9.82,CN,1734756887
476,maralal,1.0968,36.698,17.08,74,55,2.66,KE,1734756889
477,grand falls-windsor,48.9332,-55.6649,-4.55,80,100,3.63,CA,1734756890
478,luwuk,-0.9516,122.7875,28.77,72,60,1.97,ID,1734756891
479,xining,36.6167,101.7667,-8.51,81,42,0.83,CN,1734756892
480,altay,47.8667,88.1167,-11.03,75,99,0.31,CN,1734756893
481,gamboma,-1.8764,15.8644,22.6,88,100,1.39,CG,1734756894
482,vilcun,-38.65,-72.2333,10.54,62,100,1.6,CL,1734756895
483,kangding,30.0513,101.9603,8.69,43,89,1.87,CN,1734756896
484,levuka,50.1834,-105.4011,-9.16,94,92,3.07,CA,1734756898
485,christchurch,-43.5333,172.6333,22.19,67,63,8.23,NZ,1734756594
486,coari,-4.085,-63.1414,25.1,89,98,1.08,BR,1734756794
487,guankou,28.15,113.6333,13.03,37,47,1.69,CN,1734756901
488,malabar,-33.9667,151.25,28.98,54,0,6.69,AU,1734756902
489,saint-pierre,-21.3393,55.4781,28.82,58,0,3.09,RE,1734756780
490,dokkum,53.3222,5.997,8.0,93,75,4.63,NL,1734756904
491,nikolayevsk-on-amure,53.1406,140.73,-19.58,93,15,1.77,RU,1734756905
492,alice,27.7523,-98.0697,10.94,87,0,1.54,US,1734756906
493,chingirlau,51.095,54.0814,-7.42,94,99,5.1,KZ,1734756908
494,eenhana,-17.4667,16.3333,21.36,74,95,3.01,NA,1734756909
495,kabo,7.6994,18.629,18.56,36,76,2.02,CF,1734756910
496,kirriemuir,56.674,-3.0034,6.74,91,100,8.7,GB,1734756911
497,reyes,-14.3167,-67.3833,23.83,85,41,0.92,BO,1734756912
498,paracuru,-3.41,-39.0306,26.27,83,41,5.16,BR,1734756913
499,huadian,42.9633,126.7478,-10.29,68,56,4.61,CN,1734756914
500,webster city,42.4694,-93.816,-9.85,92,100,3.6,US,1734756915
501,chibougamau,49.9168,-74.3659,-22.21,84,75,1.54,CA,1734756684
502,caceres,39.522,-6.3748,2.01,82,0,1.72,ES,1734756917
503,port macquarie,-31.4333,152.9167,26.71,65,0,2.68,AU,1734756899
504,papao,-17.75,-149.55,27.82,81,55,3.26,PF,1734756919
505,lata,40.1629,-8.3327,1.95,86,0,2.05,PT,1734756920
506,tawau,4.2498,117.8871,31.07,78,73,0.27,MY,1734756922
507,north lakhimpur,27.2333,94.1167,23.05,53,40,0.0,IN,1734756887
508,causeni,46.6442,29.4139,5.76,87,100,6.18,MD,1734756924
509,puerto asis,0.5133,-76.5007,22.0,99,80,0.51,CO,1734756925
510,choibalsan,48.0667,114.5,-8.57,38,8,4.34,MN,1734756926
511,jutai,-5.1833,-68.9,23.01,99,93,1.09,BR,1734756927
512,miyang,24.4042,103.4428,10.3,85,100,1.45,CN,1734756928
513,kilkeel,54.062,-6.0031,8.86,92,100,12.07,GB,1734756929
514,pokhara,28.2333,83.9833,17.92,31,0,2.37,NP,1734756931
515,sur,22.5667,59.5289,21.85,45,4,1.56,OM,1734756932
516,mandalgovi,45.7625,106.2708,-14.04,67,2,4.52,MN,1734756933
517,miranda,3.2499,-76.2281,19.12,94,100,1.37,CO,1734756935
518,at taj,24.2049,23.2857,8.74,79,0,2.05,LY,1734756936
519,pielavesi,63.2333,26.75,-9.23,90,100,4.48,FI,1734756937
520,melekeok village,7.4957,134.6367,31.31,74,75,3.09,PW,1734756938
521,lander,42.833,-108.7307,2.45,38,0,0.0,US,1734756939
522,thames,-37.1333,175.5333,20.93,70,60,5.28,NZ,1734756940
523,aoulef,26.9667,1.0833,14.57,21,100,3.19,DZ,1734756941
524,apac,1.9756,32.5386,22.35,73,100,0.33,UG,1734756942
525,revelstoke,50.9832,-118.2023,0.01,100,100,0.0,CA,1734756943
526,berdigestyakh,62.0989,126.6992,-33.08,100,100,0.58,RU,1734756944
527,fort-shevchenko,44.5086,50.263,3.22,77,70,7.52,KZ,1734756946
528,usogorsk,63.4106,48.6872,-5.64,95,100,3.35,RU,1734756947
529,mwene-ditu,-7.0,23.45,17.92,96,100,0.14,CD,1734756948
530,novaya igirma,57.1334,103.9112,-18.13,85,76,0.25,RU,1734756949
531,sinjar,36.3209,41.8754,6.23,80,97,2.41,IQ,1734756950
532,la mira,18.035,-102.3266,22.72,68,68,2.02,MX,1734756951
533,sardinata,8.0829,-72.8007,23.35,93,100,2.23,CO,1734756952
534,chernyshevskiy,63.0128,112.4714,-25.91,100,33,0.93,RU,1734756953
535,garachico,28.7781,-17.7646,17.06,82,75,8.75,ES,1734756954
536,muroto-misakicho,33.2833,134.15,14.75,64,45,8.42,JP,1734756956
537,vanimo,-2.6741,141.3028,30.25,74,72,3.94,PG,1734756957
538,tortoli,39.9256,9.6572,8.97,68,0,7.2,IT,1734756958
539,mont-dore,-22.2833,166.5833,28.33,99,100,3.53,NC,1734756959
540,carupano,10.6678,-63.2585,24.52,90,100,2.79,VE,1734756960
541,labrador city,52.9463,-66.9114,-21.01,71,100,8.94,CA,1734756961
542,tikapur,28.5,81.1333,20.91,19,0,0.99,NP,1734756962
543,san pedro pochutla,15.7333,-96.4667,24.28,60,100,1.2,MX,1734756963
544,dohad,22.8333,74.2667,23.86,29,59,4.04,IN,1734756964
545,poronaysk,49.2167,143.1167,-10.74,88,100,2.55,RU,1734756965
546,little elm,33.1626,-96.9375,5.77,60,1,3.58,US,1734756896
547,novyy urengoy,66.0833,76.6333,-22.24,99,80,2.89,RU,1734756967
548,sisimiut,66.9395,-53.6735,-13.05,94,100,0.81,GL,1734756968
549,acarau,-2.8856,-40.12,26.11,83,70,5.85,BR,1734756969
550,sabzevar,36.2126,57.6819,-0.4,74,75,3.09,IR,1734756971
551,kone,-21.0595,164.8658,28.77,70,100,3.3,NC,1734756972
552,tonsberg,59.2675,10.4076,0.6,93,80,0.0,NO,1734756973
553,sciacca,37.5082,13.0881,11.86,65,50,9.43,IT,1734756974
554,yangi qal'ah,37.4657,69.6113,6.07,51,100,1.21,AF,1734756975
555,chapeco,-27.0964,-52.6183,20.86,78,0,1.54,BR,1734756887
556,sibolga,1.7427,98.7792,29.59,67,65,1.89,ID,1734756977
557,sao vicente,-23.9631,-46.3919,26.1,26,96,2.51,BR,1734756875
558,castlegar,49.2998,-117.6689,4.05,99,100,0.38,CA,1734756702
559,aban,56.67,96.06,-17.17,92,8,1.06,RU,1734756980
560,kalengwa,-13.4659,25.0027,18.54,89,88,0.39,ZM,1734756982
561,san andres,12.5847,-81.7006,28.01,83,20,5.14,CO,1734756983
562,oroqen zizhiqi,50.5667,123.7167,-8.43,68,52,4.1,CN,1734756984
563,tallbisah,34.8406,36.7309,7.3,79,2,1.59,SY,1734756985
564,taoudenni,22.6783,-3.9836,13.43,30,6,2.77,ML,1734756986
565,parelhas,-6.6878,-36.6575,23.65,81,9,6.08,BR,1734756988
566,palmer,42.1584,-72.3287,-2.14,72,100,4.63,US,1734756794
567,choma,-16.8065,26.9531,21.83,67,43,1.35,ZM,1734756990
568,balogo,10.8868,124.7105,27.74,82,100,4.65,PH,1734756991
569,punta del este,-34.9667,-54.95,17.06,73,40,6.69,UY,1734756992
570,general salgado,-20.6483,-50.3606,22.26,90,96,0.8,BR,1734756993
571,vegreville,53.5001,-112.0518,-16.97,85,87,1.54,CA,1734756995
572,jindabyne,-36.4167,148.6333,26.99,30,54,3.58,AU,1734756997
573,plouzane,48.3833,-4.6167,10.03,81,100,4.63,FR,1734756998
574,jaisalmer,26.9147,70.9181,16.65,20,1,5.12,IN,1734756999
575,barcelos,41.5388,-8.6151,4.69,87,2,1.9,PT,1734757000
576,el granada,37.5027,-122.4694,12.43,91,100,4.12,US,1734757001
577,vetluzhskiy,58.3902,45.4654,0.74,98,100,4.88,RU,1734757003
578,berezovo,63.9381,65.0419,-21.23,99,83,3.45,RU,1734757004
579,qarqaraly,49.4058,75.4742,-11.05,89,98,6.25,KZ,1734757005
